fid,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,la_bg_final_NAME,la_bg_final_pop,la_bg_final_bg_fire_counts
"247","06","037","575101","1","060375751011",Block Group 1,G5030,S,"178205","0","+33.7882670","-118.1656173",,,,,
"248","06","037","550100","4","060375501004",Block Group 4,G5030,S,"240939","0","+33.9224917","-118.0765002",,,,,
"249","06","037","550100","1","060375501001",Block Group 1,G5030,S,"169026","0","+33.9304608","-118.0762990",,,,,
"250","06","037","550100","2","060375501002",Block Group 2,G5030,S,"227383","0","+33.9277308","-118.0757317",,,,,
"251","06","037","550100","3","060375501003",Block Group 3,G5030,S,"187781","0","+33.9251074","-118.0766910",,,,,
"252","06","037","550100","5","060375501005",Block Group 5,G5030,S,"273872","0","+33.9205776","-118.0706369",,,,,
"253","06","037","206300","1","060372063001",Block Group 1,G5030,S,"434789","0","+34.0401465","-118.2415808",0.0036040470205088,0.000638162093171666,"Block Group 1, Census Tract 2063, Los Angeles County, California","1567","1"
"254","06","037","550100","6","060375501006",Block Group 6,G5030,S,"549944","0","+33.9207088","-118.0794300",,,,,
"255","06","037","201501","3","060372015013",Block Group 3,G5030,S,"446906","0","+34.0856637","-118.1666537",,,,,
"256","06","037","201503","1","060372015031",Block Group 1,G5030,S,"240631","0","+34.0856908","-118.1720831",,,,,
"257","06","037","201504","1","060372015041",Block Group 1,G5030,S,"368342","0","+34.0808280","-118.1737920",,,,,
"258","06","037","143800","3","060371438003",Block Group 3,G5030,S,"1027560","0","+34.1364111","-118.3870082",,,,,
"259","06","037","553100","4","060375531004",Block Group 4,G5030,S,"683057","0","+33.8885580","-118.1150701",,,,,
"260","06","037","553200","1","060375532001",Block Group 1,G5030,S,"259222","62560","+33.9046732","-118.1108860",,,,,
"261","06","037","554201","1","060375542011",Block Group 1,G5030,S,"268020","0","+33.8877865","-118.1382946",,,,,
"262","06","037","554201","3","060375542013",Block Group 3,G5030,S,"404475","0","+33.8806692","-118.1382612",,,,,
"263","06","037","181000","5","060371810005",Block Group 5,G5030,S,"805059","0","+34.1431179","-118.2032857",,,,,
"264","06","037","143300","2","060371433002",Block Group 2,G5030,S,"293059","0","+34.1559829","-118.3921099",,,,,
"265","06","037","143300","4","060371433004",Block Group 4,G5030,S,"416835","0","+34.1553189","-118.3825721",,,,,
"266","06","037","143300","1","060371433001",Block Group 1,G5030,S,"308811","5619","+34.1530794","-118.3926427",,,,,
"267","06","037","554802","2","060375548022",Block Group 2,G5030,S,"513989","0","+33.8709393","-118.0766403",,,,,
"268","06","037","554802","3","060375548023",Block Group 3,G5030,S,"334165","0","+33.8673355","-118.0752884",,,,,
"269","06","037","554900","2","060375549002",Block Group 2,G5030,S,"252136","0","+33.8566778","-118.0721065",,,,,
"270","06","037","554900","4","060375549004",Block Group 4,G5030,S,"497981","0","+33.8639455","-118.0845317",,,,,
"271","06","037","555001","2","060375550012",Block Group 2,G5030,S,"163621","0","+33.8478101","-118.0841879",,,,,
"272","06","037","555002","2","060375550022",Block Group 2,G5030,S,"552419","24722","+33.8345103","-118.0890032",,,,,
"273","06","037","555102","1","060375551021",Block Group 1,G5030,S,"669682","0","+33.8427292","-118.0768589",,,,,
"274","06","037","555102","2","060375551022",Block Group 2,G5030,S,"812703","0","+33.8354356","-118.0770539",,,,,
"275","06","037","555103","1","060375551031",Block Group 1,G5030,S,"462359","0","+33.8424188","-118.0690134",,,,,
"276","06","037","195300","2","060371953002",Block Group 2,G5030,S,"166113","0","+34.0970700","-118.2821314",,,,,
"277","06","037","195400","1","060371954001",Block Group 1,G5030,S,"259021","0","+34.0927133","-118.2702564",,,,,
"278","06","037","197300","2","060371973002",Block Group 2,G5030,S,"129590","0","+34.0760196","-118.2518383",,,,,
"279","06","037","197300","3","060371973003",Block Group 3,G5030,S,"246588","0","+34.0792212","-118.2537145",,,,,
"280","06","037","197410","1","060371974101",Block Group 1,G5030,S,"724940","0","+34.0945966","-118.2477940",,,,,
"281","06","037","197410","2","060371974102",Block Group 2,G5030,S,"439030","0","+34.0916957","-118.2544198",,,,,
"282","06","037","197420","1","060371974201",Block Group 1,G5030,S,"336175","0","+34.0847510","-118.2578412",,,,,
"283","06","037","197420","2","060371974202",Block Group 2,G5030,S,"279404","0","+34.0813338","-118.2563967",,,,,
"284","06","037","143400","1","060371434001",Block Group 1,G5030,S,"629351","18831","+34.1546507","-118.4021645",,,,,
"285","06","037","143400","2","060371434002",Block Group 2,G5030,S,"547964","0","+34.1534875","-118.4094974",,,,,
"286","06","037","555103","2","060375551032",Block Group 2,G5030,S,"494929","32077","+33.8422986","-118.0622775",,,,,
"287","06","037","555104","1","060375551041",Block Group 1,G5030,S,"483843","28777","+33.8361953","-118.0655043",,,,,
"288","06","037","555104","2","060375551042",Block Group 2,G5030,S,"363642","3821","+33.8367613","-118.0698415",,,,,
"289","06","037","570204","1","060375702041",Block Group 1,G5030,S,"271541","0","+33.8716713","-118.1534323",,,,,
"290","06","037","197500","1","060371975001",Block Group 1,G5030,S,"229040","0","+34.0751659","-118.2569457",,,,,
"291","06","037","197500","2","060371975002",Block Group 2,G5030,S,"138215","0","+34.0718450","-118.2565400",,,,,
"292","06","037","197500","3","060371975003",Block Group 3,G5030,S,"214407","58811","+34.0718736","-118.2589893",,,,,
"293","06","037","201700","2","060372017002",Block Group 2,G5030,S,"473431","0","+34.0657389","-118.1773729",,,,,
"294","06","037","203100","1","060372031001",Block Group 1,G5030,S,"157989","0","+34.0625594","-118.1949523",,,,,
"295","06","037","206050","1","060372060501",Block Group 1,G5030,S,"1643426","94606","+34.0299036","-118.2244531",0.00122305476486316,0.00149253731343284,"Block Group 1, Census Tract 2060.50, Los Angeles County, California","2010","3"
"296","06","037","206200","1","060372062001",Block Group 1,G5030,S,"101634","0","+34.0460421","-118.2449646",,,,,
"297","06","037","206200","2","060372062002",Block Group 2,G5030,S,"477094","0","+34.0471967","-118.2408805",,,,,
"298","06","037","553701","3","060375537013",Block Group 3,G5030,S,"112479","0","+33.8975464","-118.1775120",,,,,
"299","06","037","553702","1","060375537021",Block Group 1,G5030,S,"477246","39388","+33.8950709","-118.1812157",,,,,
"300","06","037","553702","2","060375537022",Block Group 2,G5030,S,"355548","57412","+33.9011607","-118.1827740",,,,,
"301","06","037","553801","1","060375538011",Block Group 1,G5030,S,"497674","0","+33.8927166","-118.1633706",,,,,
"302","06","037","553801","2","060375538012",Block Group 2,G5030,S,"616317","0","+33.8927572","-118.1708624",,,,,
"303","06","037","570002","3","060375700023",Block Group 3,G5030,S,"303261","0","+33.8640871","-118.1318770",,,,,
"304","06","037","555202","1","060375552021",Block Group 1,G5030,S,"543048","36623","+33.8202976","-118.0691355",,,,,
"305","06","037","555211","1","060375552111",Block Group 1,G5030,S,"378796","0","+33.8295297","-118.0769002",,,,,
"306","06","037","555211","2","060375552112",Block Group 2,G5030,S,"105154","0","+33.8269552","-118.0809628",,,,,
"307","06","037","555212","1","060375552121",Block Group 1,G5030,S,"680323","26510","+33.8273348","-118.0662058",0.00712749679196499,0.000412456176531244,"Block Group 1, Census Tract 5552.12, Los Angeles County, California","4849","2"
"308","06","037","570001","1","060375700011",Block Group 1,G5030,S,"571419","0","+33.8634563","-118.1126172",,,,,
"309","06","037","570001","3","060375700013",Block Group 3,G5030,S,"490900","0","+33.8625016","-118.1208261",,,,,
"310","06","037","570002","1","060375700021",Block Group 1,G5030,S,"283643","0","+33.8668784","-118.1282131",,,,,
"311","06","037","570204","2","060375702042",Block Group 2,G5030,S,"276551","0","+33.8715951","-118.1577540",,,,,
"312","06","037","570303","2","060375703032",Block Group 2,G5030,S,"397186","15536","+33.8605556","-118.1940686",,,,,
"313","06","037","570301","1","060375703011",Block Group 1,G5030,S,"396182","38682","+33.8690780","-118.1898661",,,,,
"314","06","037","570301","3","060375703013",Block Group 3,G5030,S,"248547","0","+33.8632559","-118.1897092",,,,,
"315","06","037","570303","1","060375703031",Block Group 1,G5030,S,"203287","0","+33.8597139","-118.1874434",,,,,
"316","06","037","570304","2","060375703042",Block Group 2,G5030,S,"247855","25570","+33.8555120","-118.1955752",,,,,
"317","06","037","571200","7","060375712007",Block Group 7,G5030,S,"478105","0","+33.8449099","-118.1360403",,,,,
"318","06","037","571400","3","060375714003",Block Group 3,G5030,S,"1016275","7783","+33.8287495","-118.1611498",,,,,
"319","06","037","543604","2","060375436042",Block Group 2,G5030,S,"1832241","24156","+33.8054494","-118.2792995",0.00120453586618791,0.00906207521522429,"Block Group 2, Census Tract 5436.04, Los Angeles County, California","2207","20"
"320","06","037","543701","1","060375437011",Block Group 1,G5030,S,"227830","0","+33.8216990","-118.2658274",,,,,
"321","06","037","543702","2","060375437022",Block Group 2,G5030,S,"392744","0","+33.8132439","-118.2675121",,,,,
"322","06","037","543702","3","060375437023",Block Group 3,G5030,S,"185643","0","+33.8095634","-118.2679244",,,,,
"323","06","037","571300","1","060375713001",Block Group 1,G5030,S,"486185","0","+33.8402295","-118.1442976",,,,,
"324","06","037","571300","2","060375713002",Block Group 2,G5030,S,"878133","43182","+33.8356188","-118.1500635",,,,,
"325","06","037","571300","3","060375713003",Block Group 3,G5030,S,"509636","0","+33.8426413","-118.1524055",,,,,
"326","06","037","571300","4","060375713004",Block Group 4,G5030,S,"179647","0","+33.8452022","-118.1485735",,,,,
"327","06","037","571400","1","060375714001",Block Group 1,G5030,S,"308845","0","+33.8438125","-118.1577385",,,,,
"328","06","037","553200","3","060375532003",Block Group 3,G5030,S,"144366","0","+33.9079326","-118.1164411",,,,,
"329","06","037","553200","4","060375532004",Block Group 4,G5030,S,"173964","0","+33.9062056","-118.1188225",,,,,
"330","06","037","553200","5","060375532005",Block Group 5,G5030,S,"454913","0","+33.9054753","-118.1222902",,,,,
"331","06","037","553200","6","060375532006",Block Group 6,G5030,S,"313241","0","+33.9062192","-118.1273823",,,,,
"332","06","037","553300","1","060375533001",Block Group 1,G5030,S,"235264","0","+33.9074019","-118.1367271",,,,,
"333","06","037","553300","3","060375533003",Block Group 3,G5030,S,"264427","0","+33.9061551","-118.1402058",,,,,
"334","06","037","553400","1","060375534001",Block Group 1,G5030,S,"290932","0","+33.9065365","-118.1448714",,,,,
"335","06","037","571502","1","060375715021",Block Group 1,G5030,S,"380874","0","+33.8455500","-118.1807920",,,,,
"336","06","037","571400","4","060375714004",Block Group 4,G5030,S,"343943","0","+33.8379850","-118.1625032",,,,,
"337","06","037","571400","5","060375714005",Block Group 5,G5030,S,"263046","0","+33.8434798","-118.1616767",,,,,
"338","06","037","571701","1","060375717011",Block Group 1,G5030,S,"716304","101384","+33.8528335","-118.2002667",,,,,
"339","06","037","571502","3","060375715023",Block Group 3,G5030,S,"370635","0","+33.8389001","-118.1878717",,,,,
"340","06","037","571502","4","060375715024",Block Group 4,G5030,S,"256186","2381","+33.8432247","-118.1899425",,,,,
"341","06","037","571600","1","060375716001",Block Group 1,G5030,S,"288944","0","+33.8498715","-118.1813827",,,,,
"342","06","037","571701","2","060375717012",Block Group 2,G5030,S,"328158","0","+33.8495503","-118.1966393",,,,,
"343","06","037","222001","1","060372220011",Block Group 1,G5030,S,"233352","0","+34.0295417","-118.3132916",,,,,
"344","06","037","571701","3","060375717013",Block Group 3,G5030,S,"659917","93482","+33.8430599","-118.2005227",,,,,
"345","06","037","702600","2","060377026002",Block Group 2,G5030,S,"263883","0","+33.9952184","-118.3888153",,,,,
"346","06","037","703002","1","060377030021",Block Group 1,G5030,S,"413641","0","+33.9852619","-118.3661612",,,,,
"347","06","037","703002","3","060377030023",Block Group 3,G5030,S,"898013","0","+33.9803568","-118.3784276",,,,,
"348","06","037","702400","3","060377024003",Block Group 3,G5030,S,"211121","0","+34.0289434","-118.3827841",,,,,
"349","06","037","703200","1","060377032001",Block Group 1,G5030,S,"324429","0","+34.0043236","-118.3375536",,,,,
"350","06","037","703200","2","060377032002",Block Group 2,G5030,S,"319856","0","+34.0004730","-118.3379431",,,,,
"351","06","037","703200","3","060377032003",Block Group 3,G5030,S,"234981","0","+33.9989821","-118.3335219",,,,,
"352","06","037","703200","4","060377032004",Block Group 4,G5030,S,"343310","0","+33.9963098","-118.3402712",,,,,
"353","06","037","703200","6","060377032006",Block Group 6,G5030,S,"369172","0","+33.9912292","-118.3411173",,,,,
"354","06","037","702400","4","060377024004",Block Group 4,G5030,S,"626547","5338","+34.0249910","-118.3833822",,,,,
"355","06","037","531901","1","060375319011",Block Group 1,G5030,S,"178571","0","+34.0152323","-118.1450665",,,,,
"356","06","037","430101","1","060374301011",Block Group 1,G5030,S,"459267","0","+34.1416373","-117.9720734",,,,,
"357","06","037","430101","2","060374301012",Block Group 2,G5030,S,"474380","0","+34.1374669","-117.9721207",,,,,
"358","06","037","430101","4","060374301014",Block Group 4,G5030,S,"731651","0","+34.1366358","-117.9815548",,,,,
"359","06","037","430102","1","060374301021",Block Group 1,G5030,S,"700925","0","+34.1291853","-117.9755131",,,,,
"360","06","037","430102","2","060374301022",Block Group 2,G5030,S,"261697","0","+34.1302934","-117.9831194",,,,,
"361","06","037","430102","3","060374301023",Block Group 3,G5030,S,"331573","0","+34.1261165","-117.9868491",,,,,
"362","06","037","219800","1","060372198001",Block Group 1,G5030,S,"106420","0","+34.0266935","-118.3565748",,,,,
"363","06","037","221710","1","060372217101",Block Group 1,G5030,S,"195178","0","+34.0346696","-118.2891429",,,,,
"364","06","037","702201","1","060377022011",Block Group 1,G5030,S,"459729","0","+34.0157119","-118.4688007",,,,,
"365","06","037","702201","5","060377022015",Block Group 5,G5030,S,"145964","0","+34.0090837","-118.4754345",,,,,
"366","06","037","430302","2","060374303022",Block Group 2,G5030,S,"558961","1671","+34.1545174","-117.9952524",,,,,
"367","06","037","430302","3","060374303023",Block Group 3,G5030,S,"302824","0","+34.1570543","-118.0018603",,,,,
"368","06","037","430400","1","060374304001",Block Group 1,G5030,S,"2232245","7153","+34.1632548","-118.0252477",,,,,
"369","06","037","430400","2","060374304002",Block Group 2,G5030,S,"383437","0","+34.1635336","-118.0289527",,,,,
"370","06","037","430400","3","060374304003",Block Group 3,G5030,S,"540779","0","+34.1530208","-118.0297378",,,,,
"371","06","037","430501","1","060374305011",Block Group 1,G5030,S,"1871928","2776","+34.1748242","-118.0569351",,,,,
"372","06","037","430501","2","060374305012",Block Group 2,G5030,S,"528428","0","+34.1688348","-118.0550094",,,,,
"373","06","037","430501","3","060374305013",Block Group 3,G5030,S,"226810","0","+34.1715512","-118.0440969",,,,,
"374","06","037","703100","1","060377031001",Block Group 1,G5030,S,"533936","0","+33.9999275","-118.3527988",,,,,
"375","06","037","703100","2","060377031002",Block Group 2,G5030,S,"371669","0","+33.9955027","-118.3492470",,,,,
"376","06","037","703100","3","060377031003",Block Group 3,G5030,S,"373998","0","+33.9915096","-118.3493600",,,,,
"377","06","037","703100","4","060377031004",Block Group 4,G5030,S,"866198","1987","+33.9958488","-118.3598178",,,,,
"378","06","037","430501","4","060374305014",Block Group 4,G5030,S,"2076901","7761","+34.1740749","-118.0372551",,,,,
"379","06","037","430502","2","060374305022",Block Group 2,G5030,S,"683430","0","+34.1593754","-118.0495042",,,,,
"380","06","037","430502","3","060374305023",Block Group 3,G5030,S,"502490","0","+34.1643534","-118.0499349",,,,,
"381","06","037","430502","4","060374305024",Block Group 4,G5030,S,"243400","0","+34.1643043","-118.0573979",,,,,
"382","06","037","430502","6","060374305026",Block Group 6,G5030,S,"581345","0","+34.1628352","-118.0646489",,,,,
