fid,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,tract_final_NAME,tract_final_pop,tract_final_tract_fire_counts
"190","06","045","011400","06045011400","114",Census Tract 114,G5020,S,"11061593","0","+39.1424060","-123.2304258",0.000412689203083136,0.4,"Census Tract 114, Mendocino County, California","4565","1826"
"191","06","065","044921","06065044921","449.21",Census Tract 449.21,G5020,S,"6792729","0","+33.7973190","-116.4039390",,,,,
"192","06","065","044922","06065044922","449.22",Census Tract 449.22,G5020,S,"12218069","0","+33.7786151","-116.3591714",,,,,
"193","06","037","910813","06037910813","9108.13",Census Tract 9108.13,G5020,S,"82502533","27686","+34.5152531","-118.3048498",4.93803020569078e-05,0.00613647520864016,"Census Tract 9108.13, Los Angeles County, California","4074","25"
"194","06","037","911001","06037911001","9110.01",Census Tract 9110.01,G5020,S,"373223744","902533","+34.4839878","-117.8077879",1.17355877551027e-05,0.00251141552511416,"Census Tract 9110.01, Los Angeles County, California","4380","11"
"195","06","037","570403","06037570403","5704.03",Census Tract 5704.03,G5020,S,"570676","0","+33.8778668","-118.2044859",,,,,
"196","06","037","900201","06037900201","9002.01",Census Tract 9002.01,G5020,S,"235321891","131773","+34.7083865","-117.9562490",4.8911726618753e-06,0.00868809730668984,"Census Tract 9002.01, Los Angeles County, California","1151","10"
"197","06","037","920114","06037920114","9201.14",Census Tract 9201.14,G5020,S,"2835168","0","+34.4314745","-118.5622123",,,,,
"198","06","037","404503","06037404503","4045.03",Census Tract 4045.03,G5020,S,"656776","0","+34.1105983","-117.9120723",,,,,
"199","06","037","402801","06037402801","4028.01",Census Tract 4028.01,G5020,S,"1804259","4003","+34.0542821","-117.7349296",,,,,
"200","06","037","403901","06037403901","4039.01",Census Tract 4039.01,G5020,S,"1257911","0","+34.1215086","-117.8732472",,,,,
"201","06","037","403902","06037403902","4039.02",Census Tract 4039.02,G5020,S,"2113035","0","+34.1120834","-117.8724803",,,,,
"202","06","037","404000","06037404000","4040",Census Tract 4040,G5020,S,"1316679","3901","+34.1141409","-117.8861258",,,,,
"203","06","037","404100","06037404100","4041",Census Tract 4041,G5020,S,"1348807","0","+34.1142597","-117.8946925",,,,,
"204","06","037","404301","06037404301","4043.01",Census Tract 4043.01,G5020,S,"1107477","0","+34.1275266","-117.9041106",,,,,
"205","06","037","404302","06037404302","4043.02",Census Tract 4043.02,G5020,S,"615758","0","+34.1178960","-117.9034640",,,,,
"206","06","037","404401","06037404401","4044.01",Census Tract 4044.01,G5020,S,"1450508","0","+34.1292278","-117.9161830",,,,,
"207","06","037","431200","06037431200","4312",Census Tract 4312,G5020,S,"1481534","0","+34.1233822","-117.9954653",,,,,
"208","06","037","431300","06037431300","4313",Census Tract 4313,G5020,S,"814650","0","+34.1251524","-118.0066814",,,,,
"209","06","037","431400","06037431400","4314",Census Tract 4314,G5020,S,"1593548","203692","+34.1116649","-118.0107010",,,,,
"210","06","037","431600","06037431600","4316",Census Tract 4316,G5020,S,"2060181","0","+34.1100955","-118.0426359",,,,,
"211","06","085","503803","06085503803","5038.03",Census Tract 5038.03,G5020,S,"1044490","0","+37.3836300","-121.8497075",,,,,
"212","06","111","007612","06111007612","76.12",Census Tract 76.12,G5020,S,"3290166","0","+34.2752843","-118.9067260",,,,,
"213","06","111","000702","06111000702","7.02",Census Tract 7.02,G5020,S,"790244","0","+34.3477055","-119.0857732",0.00435941304204777,0.0815674891146589,"Census Tract 7.02, Ventura County, California","3445","281"
"214","06","085","511500","06085511500","5115",Census Tract 5115,G5020,S,"3636872","0","+37.4143048","-122.1679203",,,,,
"215","06","037","113232","06037113232","1132.32",Census Tract 1132.32,G5020,S,"2065823","0","+34.2258261","-118.6125452",,,,,
"216","06","037","113233","06037113233","1132.33",Census Tract 1132.33,G5020,S,"1143937","0","+34.2269621","-118.6012202",,,,,
"217","06","037","113234","06037113234","1132.34",Census Tract 1132.34,G5020,S,"1012996","9924","+34.2257746","-118.5939793",,,,,
"218","06","037","431700","06037431700","4317",Census Tract 4317,G5020,S,"3165215","0","+34.1213017","-118.0421450",,,,,
"219","06","085","512052","06085512052","5120.52",Census Tract 5120.52,G5020,S,"1471610","64209","+37.2484034","-121.8645577",,,,,
"220","06","057","000900","06057000900","9",Census Tract 9,G5020,S,"1300604640","28051665","+39.4173331","-120.5885542",2.83406646926925e-06,0.14758545849159,"Census Tract 9, Nevada County, California","3686","544"
"221","06","057","000103","06057000103","1.03",Census Tract 1.03,G5020,S,"71129842","1460898","+39.0603644","-121.0424118",0.000107001502969738,0.218762317698069,"Census Tract 1.03, Nevada County, California","7611","1665"
"222","06","057","000401","06057000401","4.01",Census Tract 4.01,G5020,S,"18579447","1172452","+39.2460500","-121.1801765",0.0003061985644675,0.0114255580945685,"Census Tract 4.01, Nevada County, California","5689","65"
"223","06","057","000701","06057000701","7.01",Census Tract 7.01,G5020,S,"224212275","2405864","+39.2295298","-120.8825536",3.24157096216075e-05,0.0415520088057237,"Census Tract 7.01, Nevada County, California","7268","302"
"224","06","065","041301","06065041301","413.01",Census Tract 413.01,G5020,S,"2122289","0","+33.9292791","-117.4846527",,,,,
"225","06","065","041302","06065041302","413.02",Census Tract 413.02,G5020,S,"1485889","0","+33.9207824","-117.4769727",,,,,
"226","06","065","042014","06065042014","420.14",Census Tract 420.14,G5020,S,"3880045","0","+33.8910314","-117.3226094",,,,,
"227","06","065","043266","06065043266","432.66",Census Tract 432.66,G5020,S,"1047837","0","+33.5115829","-117.1314903",,,,,
"228","06","065","044928","06065044928","449.28",Census Tract 449.28,G5020,S,"6762226","142217","+33.7405262","-116.3441779",,,,,
"229","06","065","044929","06065044929","449.29",Census Tract 449.29,G5020,S,"3132138","87021","+33.7488598","-116.3821690",,,,,
"230","06","065","044931","06065044931","449.31",Census Tract 449.31,G5020,S,"1308035","0","+33.8196032","-116.4494340",,,,,
"231","06","065","044932","06065044932","449.32",Census Tract 449.32,G5020,S,"1332147","0","+33.8269720","-116.4495502",,,,,
"232","06","065","045114","06065045114","451.14",Census Tract 451.14,G5020,S,"3053407","0","+33.6948260","-116.3865774",,,,,
"233","06","065","045116","06065045116","451.16",Census Tract 451.16,G5020,S,"1307573","0","+33.7157012","-116.3969668",,,,,
"234","06","037","402902","06037402902","4029.02",Census Tract 4029.02,G5020,S,"1845219","0","+34.0340047","-117.7449569",,,,,
"235","06","037","403000","06037403000","4030",Census Tract 4030,G5020,S,"2416493","1922","+34.0380811","-117.7562292",,,,,
"236","06","037","403200","06037403200","4032",Census Tract 4032,G5020,S,"2520039","845","+34.0386337","-117.8126989",0.000178171845753181,0.180400890868597,"Census Tract 4032, Los Angeles County, California","449","81"
"237","06","037","403304","06037403304","4033.04",Census Tract 4033.04,G5020,S,"3645619","1898","+33.9879170","-117.8514789",,,,,
"238","06","085","506802","06085506802","5068.02",Census Tract 5068.02,G5020,S,"2043842","0","+37.2469476","-121.9361955",,,,,
"239","06","085","500800","06085500800","5008",Census Tract 5008,G5020,S,"1678376","0","+37.3303972","-121.8954308",,,,,
"240","06","085","502302","06085502302","5023.02",Census Tract 5023.02,G5020,S,"671869","0","+37.3083051","-121.9083909",,,,,
"241","06","085","501102","06085501102","5011.02",Census Tract 5011.02,G5020,S,"1225148","0","+37.3540383","-121.8812234",,,,,
"242","06","037","403305","06037403305","4033.05",Census Tract 4033.05,G5020,S,"1481588","0","+33.9779399","-117.8483535",,,,,
"243","06","037","403312","06037403312","4033.12",Census Tract 4033.12,G5020,S,"6925582","30053","+34.0121265","-117.8307011",,,,,
"244","06","037","404402","06037404402","4044.02",Census Tract 4044.02,G5020,S,"3346361","19831","+34.1199537","-117.9259181",0.0014783222730602,0.032544976753588,"Census Tract 4044.02, Los Angeles County, California","4947","161"
"245","06","037","404702","06037404702","4047.02",Census Tract 4047.02,G5020,S,"1156276","0","+34.0707544","-117.9850286",,,,,
"246","06","037","404703","06037404703","4047.03",Census Tract 4047.03,G5020,S,"1235935","80466","+34.0641759","-117.9903099",,,,,
"247","06","037","404801","06037404801","4048.01",Census Tract 4048.01,G5020,S,"1393385","0","+34.0785296","-117.9773075",,,,,
"248","06","037","404802","06037404802","4048.02",Census Tract 4048.02,G5020,S,"1042383","0","+34.0726458","-117.9690042",,,,,
"249","06","037","404803","06037404803","4048.03",Census Tract 4048.03,G5020,S,"471769","16401","+34.0671875","-117.9659888",,,,,
"250","06","037","404903","06037404903","4049.03",Census Tract 4049.03,G5020,S,"545369","0","+34.0875933","-117.9726977",,,,,
"251","06","045","990100","06045990100","9901",Census Tract 9901,G5020,S,"0","869680392","+39.3802945","-123.8377290",,,"Census Tract 9901, Mendocino County, California","0","14"
"252","06","045","011001","06045011001","110.01",Census Tract 110.01,G5020,S,"201440114","11422424","+39.1633087","-123.6926518",1.04249345291772e-05,0.0171428571428571,"Census Tract 110.01, Mendocino County, California","2100","36"
"253","06","065","043602","06065043602","436.02",Census Tract 436.02,G5020,S,"1907204","0","+33.7875282","-116.9662949",,,,,
"254","06","037","462600","06037462600","4626",Census Tract 4626,G5020,S,"1048627","0","+34.1609655","-118.1135074",,,,,
"255","06","037","117405","06037117405","1174.05",Census Tract 1174.05,G5020,S,"201834","0","+34.2337311","-118.4702311",,,,,
"256","06","037","117301","06037117301","1173.01",Census Tract 1173.01,G5020,S,"1331906","0","+34.2421587","-118.4896512",,,,,
"257","06","037","103300","06037103300","1033",Census Tract 1033,G5020,S,"6141955","0","+34.2573786","-118.3554785",0.000577829046289007,0.00366300366300366,"Census Tract 1033, Los Angeles County, California","3549","13"
"258","06","037","910807","06037910807","9108.07",Census Tract 9108.07,G5020,S,"5510455","0","+34.4410273","-118.4105719",0.00113330024471663,0.000480384307445957,"Census Tract 9108.07, Los Angeles County, California","6245","3"
"259","06","037","920331","06037920331","9203.31",Census Tract 9203.31,G5020,S,"1492849","0","+34.3971336","-118.5454055",,,,,
"260","06","037","920332","06037920332","9203.32",Census Tract 9203.32,G5020,S,"4266566","4637","+34.3830811","-118.5148939",0.00055266928954105,0.000848176420695505,"Census Tract 9203.32, Los Angeles County, California","2358","2"
"261","06","037","910205","06037910205","9102.05",Census Tract 9102.05,G5020,S,"28198038","1040326","+34.5379508","-118.1303814",4.84785501743065e-05,0.00292611558156547,"Census Tract 9102.05, Los Angeles County, California","1367","4"
"262","06","065","044917","06065044917","449.17",Census Tract 449.17,G5020,S,"9125792","166393","+33.7755085","-116.4163763",0.000529597869423279,0.000206910821435961,"Census Tract 449.17, Riverside County, California","4833","1"
"263","06","065","044918","06065044918","449.18",Census Tract 449.18,G5020,S,"9404579","330035","+33.7631660","-116.4012162",,,,,
"264","06","065","044923","06065044923","449.23",Census Tract 449.23,G5020,S,"1303165","0","+33.8413521","-116.4670932",,,,,
"265","06","065","044924","06065044924","449.24",Census Tract 449.24,G5020,S,"1296821","0","+33.8341094","-116.4669443",,,,,
"266","06","065","044925","06065044925","449.25",Census Tract 449.25,G5020,S,"1947691","0","+33.8269186","-116.4711902",,,,,
"267","06","065","045118","06065045118","451.18",Census Tract 451.18,G5020,S,"2755208","101076","+33.7348325","-116.3868788",,,,,
"268","06","065","045122","06065045122","451.22",Census Tract 451.22,G5020,S,"3320863","339463","+33.7190019","-116.3232926",,,,,
"269","06","065","045123","06065045123","451.23",Census Tract 451.23,G5020,S,"3213132","122059","+33.7257301","-116.3498891",,,,,
"270","06","037","191902","06037191902","1919.02",Census Tract 1919.02,G5020,S,"726302","0","+34.0837728","-118.3388222",,,,,
"271","06","037","194102","06037194102","1941.02",Census Tract 1941.02,G5020,S,"3500521","3009","+34.1166590","-118.3650891",,,,,
"272","06","037","195803","06037195803","1958.03",Census Tract 1958.03,G5020,S,"377392","0","+34.0818094","-118.2769285",,,,,
"273","06","037","102105","06037102105","1021.05",Census Tract 1021.05,G5020,S,"492761","0","+34.2098760","-118.3492653",0.00376856122948042,0.00107700592353258,"Census Tract 1021.05, Los Angeles County, California","1857","2"
"274","06","037","104124","06037104124","1041.24",Census Tract 1041.24,G5020,S,"4479385","980","+34.2900933","-118.3741930",,,,,
"275","06","037","104821","06037104821","1048.21",Census Tract 1048.21,G5020,S,"531802","0","+34.2465705","-118.4162955",,,,,
"276","06","037","106408","06037106408","1064.08",Census Tract 1064.08,G5020,S,"229070","0","+34.3132628","-118.4400764",,,,,
"277","06","019","004406","06019004406","44.06",Census Tract 44.06,G5020,S,"2509934","0","+36.8448123","-119.7744453",,,,,
"278","06","019","004503","06019004503","45.03",Census Tract 45.03,G5020,S,"2496575","36443","+36.8295789","-119.8094761",0.00204720467039845,0.000978282136568186,"Census Tract 45.03, Fresno County, California","5111","5"
"279","06","019","004504","06019004504","45.04",Census Tract 45.04,G5020,S,"2583353","0","+36.8301689","-119.7903034",,,,,
"280","06","019","004505","06019004505","45.05",Census Tract 45.05,G5020,S,"2548871","29699","+36.8192776","-119.7880081",0.00211976204366561,0.000185082361650935,"Census Tract 45.05, Fresno County, California","5403","1"
"281","06","099","000912","06099000912","9.12",Census Tract 9.12,G5020,S,"6474354","24596","+37.6796321","-120.9376668",,,,,
"282","06","099","001002","06099001002","10.02",Census Tract 10.02,G5020,S,"1951654","0","+37.6544543","-120.9784408",0.00159095823337538,0.00805152979066022,"Census Tract 10.02, Stanislaus County, California","3105","25"
"283","06","037","115104","06037115104","1151.04",Census Tract 1151.04,G5020,S,"1020182","0","+34.2374910","-118.5226460",,,,,
"284","06","037","119201","06037119201","1192.01",Census Tract 1192.01,G5020,S,"947368","4796","+34.2462338","-118.4406390",,,,,
"285","06","037","125501","06037125501","1255.01",Census Tract 1255.01,G5020,S,"464095","0","+34.1622937","-118.3657855",,,,,
"286","06","037","920339","06037920339","9203.39",Census Tract 9203.39,G5020,S,"33718930","228821","+34.4153572","-118.6121722",0.00022684586966431,0.00313766505425546,"Census Tract 9203.39, Los Angeles County, California","7649","24"
"287","06","037","930101","06037930101","9301.01",Census Tract 9301.01,G5020,S,"155751511","2366","+34.2564810","-118.1390988",5.90684478174982e-07,0.0652173913043478,"Census Tract 9301.01, Los Angeles County, California","92","6"
"288","06","037","800204","06037800204","8002.04",Census Tract 8002.04,G5020,S,"7957763","90645","+34.1453278","-118.6590622",0.000578554551071702,0.00173761946133797,"Census Tract 8002.04, Los Angeles County, California","4604","8"
"289","06","037","571703","06037571703","5717.03",Census Tract 5717.03,G5020,S,"397479","0","+33.8493201","-118.1917340",,,,,
"290","06","037","901209","06037901209","9012.09",Census Tract 9012.09,G5020,S,"588470350","7880633","+34.7464788","-118.5703009",3.12675056610754e-06,0.173913043478261,"Census Tract 9012.09, Los Angeles County, California","1840","320"
"291","06","037","901213","06037901213","9012.13",Census Tract 9012.13,G5020,S,"61887865","245770","+34.6300299","-118.3057929",6.35827395241377e-05,0.000508259212198221,"Census Tract 9012.13, Los Angeles County, California","3935","2"
